Facility Name,Address Line 1,City/Town,State,ZIP Code,Beliefs & Values Addressed (if desired by the patient),"Burdensome transitions, Type 1 (% live discharges)","Burdensome transitions, Type 2 (% live discharges)",CHC/GIP provided (% days),Early live discharges (% live discharges),Gaps in nursing visits (% elections),Hospice Care Index Overall Score,Hospice Visits in the Last Days of Life,Hospice and Palliative Care Composite Process Measure,Hospice and Palliative Care Dyspnea Screening,Hospice and Palliative Care Dyspnea Treatment,Hospice and Palliative Care Pain Assessment,Hospice and Palliative Care Pain Screening,Hospice and Palliative Care Treatment Preferences,Late live discharges (% live discharges),Nurse care minutes per routine home care days (minutes),Patient Treated with an Opioid Who Are Given a Bowel Regimen,Per-beneficiary spending (U.S. dollars $),Skilled nursing minutes on weekends (% minutes),Visits near death (% decedents)
"HOPE HOSPICE & HEALTHCARE, INC","29826 HAUN ROAD, SUITE 108",SUN CITY,CA,92586,100.0,10.3,0.0,0.0,7.7,49.6,10.0,38.7,94.1,100.0,100.0,85.3,100.0,100.0,48.7,15.6,Not Available,"22,423",8.9,98.7
HOPE HOSPICE & PALLIATIVE CARE,"1125 SCHILLING BLVD EAST, SUITE 101",COLLIERVILLE,TN,38017,100.0,8.7,1.4,0.0,2.9,100,5.0,1.3,99.4,100.0,96.6,100.0,100.0,100.0,14.5,0.8,Not Available,"13,766",3.2,21.7
HOPE HOSPICE AND COMMUNITY SERVICES INC,9470 HEALTHPARK CIRCLE,FORT MYERS,FL,33908,98.1,2.9,0.5,3.9,9.4,74.0,10.0,53.8,94.6,99.8,99.0,93.2,99.6,99.7,37.4,15.3,98.2,"13,219",13.2,92.6
HOPE HOSPICE AND PALLIATIVE CARE,26780 FRANKLIN RD,SOUTHFIELD,MI,48034,Not Available,6.3,0.0,0.0,18.8,86.7,6.0,7.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12.5,11.2,Not Available,"9,714",10.7,56.7
HOPE HOSPICE AND PALLIATIVE CARE,537 W BROADWAY AVE,MEDFORD,WI,54451,100.0,0.0,0.0,0.0,0.0,11.8,10.0,80.6,97.7,100.0,96.0,100.0,100.0,100.0,18.2,16.6,Not Available,"11,997",8.3,98.8
HOPE HOSPICE CARE INC,8275 S EASTERN AVE STE 263,LAS VEGAS,NV,89123,100.0,1.0,0.0,0.0,1.0,85.4,6.0,Not Available,97.9,100.0,100.0,100.0,97.9,100.0,51.5,6.3,Not Available,"23,134",12.8,40.0
HOPE HOSPICE INC,3356 BABCOCK BOULEVARD SUITE B,PITTSBURGH,PA,15237,99.1,13.9,0.0,0.0,2.8,46.0,10.0,50.3,76.4,99.1,42.5,98.4,99.1,99.1,58.3,12.8,Not Available,"14,678",6.2,97.7
HOPE HOSPICE OF ATLANTA,"5604 WENDY BAGWELL PARKWAY, #422",HIRAM,GA,30141,Not Available,0.0,0.0,0.0,0.0,83.3,5.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,54.3,7.5,Not Available,"31,164",2.4,46.2
"HOPE HOSPICE, INC",3501 W. ALGONQUIN ROAD,ROLLING MEADOWS,IL,60008,100.0,15.8,0.0,0.1,0.0,65.7,8.0,10.3,100.0,100.0,100.0,100.0,100.0,100.0,21.1,10.3,Not Available,"25,834",2.4,74.4
"HOPE INTERNATIONAL HOSPICE, INC.",20705 SOUTH WESTERN AVENUE SUITE 112,TORRANCE,CA,90501,100.0,4.9,0.0,0.0,1.6,53.1,8.0,9.2,98.2,100.0,100.0,96.1,100.0,100.0,67.2,13.0,Not Available,"22,418",17.7,73.5
HOPE OF LA HOSPICE INC,"19634 VENTURA BLVD, SUITE 304",TARZANA,CA,91356,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HOPE SPRINGS HOSPICE & PALLIATIVE CARE,10390 COMMERCE CENTER DR. SUITE 260,RANCHO CUCAMONGA,CA,91730,100.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,96.6,100.0,Not Available,Not Available,100.0,100.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"HOPE STAR HOSPICE CARE, INC.",1010 N CENTRAL AVE SUITE 420,GLENDALE,CA,91202,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"HOPEFUL HEARTS HOSPICE, INC","20246 SATICOY ST, SUITE 203",WINNETKA,CA,91306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HOPEHEALTH HOSPICE & PALLIATIVE CARE,10 EMORY STREET,ATTLEBORO,MA,2703,99.7,10.2,3.4,2.5,19.5,73.0,9.0,74.2,99.0,99.9,100.0,100.0,99.8,100.0,35.6,14.8,98.5,"11,101",12.9,96.2
HOPEHEALTH HOSPICE & PALLIATIVE CARE ,1085 NORTH MAIN STREET,PROVIDENCE,RI,2904,99.7,7.2,0.8,4.0,12.0,81.0,10.0,55.0,98.7,99.6,99.7,99.3,99.6,99.9,31.0,14.6,99.9,"12,183",14.8,94.7
HOPESTONE HOSPICE & PALLIATIVE CARE,"8900 EF LOWRY EXPRESSWAY, SUITE 102D",TEXAS CITY,TX,77591,Not Available,0.0,0.0,0.6,0.0,94.1,6.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,30.0,6.8,Not Available,"9,595",4.0,68.8
"HOPESTONE HOSPICE AND PALLIATIVE CARE, LLC","1452 HUGHES RD, SUITE 100 A",GRAPEVINE,TX,76051,89.8,30.6,5.6,0.2,16.7,57.5,7.0,59.8,76.6,97.5,98.3,94.0,91.4,99.6,22.2,13.4,100.0,"10,766",11.0,94.3
HOPEWEST GRAND JUNCTION,2754 COMPASS DR ,GRAND JUNCTION,CO,81506,99.9,0.9,0.0,2.1,2.7,66.7,10.0,77.1,86.4,99.3,99.7,82.5,97.7,100.0,45.3,14.3,96.9,"18,894",10.8,96.4
HORISUN HOSPICE,"8055 O ST., STE 300",LINCOLN,NE,68510,100.0,3.8,0.0,0.0,7.7,11.1,9.0,80.7,99.7,100.0,100.0,99.6,100.0,100.0,50.0,17.3,100.0,"9,927",8.9,98.4
HORIZON  HOSPICE,63 W WILLOWBROOK DR,MERIDIAN,ID,83642,100.0,7.2,0.0,0.0,6.4,32.7,10.0,41.3,99.1,99.8,100.0,99.7,99.6,99.8,34.4,14.7,100.0,"13,114",6.3,95.5
HORIZON HEALTH HOSPICE,26814 143RD STREET,PIERZ,MN,56364,90.9,0.0,0.0,0.0,18.2,37.9,7.0,Not Available,59.1,95.5,Not Available,Not Available,100.0,100.0,27.3,8.3,Not Available,"22,252",4.1,84.6
HORIZON HOMECARE AND HOSPICE,11002 WEST PARK PLACE,MILWAUKEE,WI,53224,98.9,10.6,2.0,3.3,9.2,45.9,10.0,67.8,96.2,100.0,99.2,97.9,98.7,100.0,47.4,12.1,100.0,"11,180",10.5,96.3
HORIZON HOSPICE,1709 W 7TH STREET PO BOX 426,CHANUTE,KS,66720,Not Available,0.0,0.0,0.0,0.0,15.4,9.0,87.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50.0,18.6,Not Available,"7,850",8.0,100
HORIZON HOSPICE,"2720 EAST THOMAS ROAD, SUITE B-270",PHOENIX,AZ,85016,Not Available,0.0,0.0,0.1,0.0,45.0,10.0,77.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,17.1,Not Available,"15,087",5.2,96.6
HORIZON HOSPICE,608 E HOLLAND AVE,SPOKANE,WA,99218,99.8,3.1,3.8,0.0,4.6,42.8,10.0,93.7,98.6,99.8,98.8,100.0,99.5,100.0,46.2,16.1,100.0,"17,235",10.7,99.1
HORIZON HOSPICE MAGIC VALLEY,855 N COLLEGE ROAD,TWIN FALLS,ID,83301,99.0,2.5,2.5,0.0,7.5,51.4,9.0,54.6,98.0,100.0,100.0,98.5,100.0,100.0,35.0,10.8,100.0,"12,113",8.0,96.4
HORIZON HOSPICE SPECIALISTS,"6000 SOUTH FASHION BOULEVARD, SUITE 200",MURRAY,UT,84107,100.0,0.0,0.0,0.0,0.0,69.4,9.0,74.2,75.0,95.8,95.2,Not Available,87.5,100.0,77.8,11.2,Not Available,"18,916",9.3,87.2
HORIZON HOSPICE SPECIALISTS - SG,"168 NORTH 100 EAST, SUITE 260",ST GEORGE,UT,84770,Not Available,0.0,0.0,0.0,0.0,76.9,9.0,45.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,18.7,Not Available,"15,583",19.5,81.8
HORIZON HOSPICE WEST,211 E LOGAN STREET STE #103,CALDWELL,ID,83605,99.1,1.8,1.8,0.0,7.3,32.5,9.0,44.5,97.3,100.0,100.0,100.0,98.2,100.0,34.5,12.7,100.0,"13,979",8.7,94.7
HORIZON PUBLIC HEALTH,809 ELM STREET SUITE 1200,ALEXANDRIA,MN,56308,100.0,0.0,0.0,0.0,16.7,55.2,9.0,74.5,97.5,100.0,97.5,100.0,98.8,100.0,33.3,13.5,100.0,"11,535",6.2,94.6
HORIZON VIEW HOSPICE INC,232 N LAKE AVE SUITE 225,PASADENA,CA,91101,95.8,6.3,0.0,0.2,0.0,97.7,7.0,Not Available,91.7,95.8,97.4,96.2,95.8,95.8,50.0,8.4,Not Available,"27,393",14.1,53.3
HORIZONS HOSPICE,140 CYPRESS STATION STE 214,HOUSTON,TX,77357,100.0,28.0,1.3,0.0,2.7,74.9,7.0,49.4,96.9,100.0,97.9,95.5,99.4,100.0,40.0,7.5,100.0,"27,134",5.1,97.4
HORN HOSPICE,700 EAST SECOND STREET,IDA GROVE,IA,51445,100.0,0.0,0.0,0.2,12.5,13.3,9.0,71.4,86.4,95.5,Not Available,Not Available,95.5,100.0,12.5,17.2,Not Available,"9,886",2.5,100
"HOSANNA HOSPICE, LLC",219 S CAGE BLVD STE 15,PHARR,TX,78577,100.0,11.5,0.0,0.0,11.5,74.2,6.0,Not Available,92.3,92.3,Not Available,Not Available,100.0,100.0,65.4,9.3,Not Available,"27,741",1.3,88.9
HOSPARUS SOUTHERN INDIANA,502 HAUSFELDT LANE,NEW ALBANY,IN,47150,100.0,1.1,2.1,1.1,3.2,75.4,10.0,66.6,99.6,100.0,99.6,99.7,100.0,100.0,41.1,10.8,100.0,"13,003",7.8,92.1
HOSPARUS WESTERN KENTUCKY,200 CLINIC DRIVE,MADISONVILLE,KY,42431,100.0,0.0,7.1,0.5,10.7,75.7,9.0,52.7,99.0,99.0,100.0,100.0,100.0,100.0,32.1,16.5,Not Available,"6,942",11.7,88.1
"HOSPARUS, INC",6200 DUTCHMANS LANE,LOUISVILLE,KY,40205,100.0,2.5,0.9,2.6,11.2,70.5,10.0,51.8,99.5,99.9,99.9,99.6,100.0,100.0,29.9,11.3,99.8,"10,527",8.2,91.9
HOSPICARE & PALLIATIVE CARE SERVICES,172 EAST KING ROAD,ITHACA,NY,14850,100.0,1.2,0.0,0.0,14.3,68.3,9.0,71.9,99.2,99.5,99.5,100.0,100.0,100.0,19.0,12.4,100.0,"10,063",6.6,95.8
HOSPICE & COMMUNITY CARE,685 GOOD DRIVE  PO BOX 685,LANCASTER,PA,17604,97.8,1.0,0.7,2.3,6.2,44.9,10.0,48.0,90.8,98.0,98.3,97.9,97.4,98.0,40.0,16.7,95.8,"10,479",11.0,95.4
"HOSPICE & PALLIATIVE  CARE OF THE BLUE RIDGE, INC",236 HOSPITAL DRIVE,SPRUCE PINE,NC,28777,100.0,9.7,3.2,0.4,8.9,69.1,10.0,52.1,99.1,100.0,99.3,100.0,99.6,100.0,38.7,9.5,100.0,"22,721",6.6,92.8
HOSPICE & PALLIATIVE CARE AT HAYSMED,2220 CANTERBURY DRIVE,HAYS,KS,67601,98.7,0.0,0.0,0.0,5.9,2.3,10.0,87.3,89.8,98.7,100.0,94.3,97.5,100.0,5.9,19.1,88.1,"3,493",12.7,98.6
HOSPICE & PALLIATIVE CARE CHARLOTTE REGION,7845 LITTLE AVENUE,CHARLOTTE,NC,28226,99.4,1.6,1.2,1.4,4.5,60.1,10.0,69.9,97.5,99.7,99.2,99.0,99.4,99.9,39.3,13.3,98.5,"15,795",9.1,95.5
HOSPICE & PALLIATIVE CARE OF CALIFORNIA,"23201 LAKE CENTER DR, SUITE 110",LAKE FOREST,CA,92630,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HOSPICE & PALLIATIVE CARE OF CHENANGO COUNTY INC.,33-39 COURT STREET,NORWICH,NY,13815,92.2,0.0,0.0,0.1,0.0,49.0,10.0,74.1,88.4,99.2,91.8,100.0,100.0,100.0,33.3,22.1,100.0,"10,414",14.4,96.3
HOSPICE & PALLIATIVE CARE OF VIRGINIA,"18 SEVENTH STREET, NW, SUITE 302",NORTON,VA,24273,100.0,5.0,5.0,0.0,5.0,84.4,6.0,1.8,100.0,100.0,Not Available,Not Available,100.0,100.0,45.0,7.6,Not Available,"11,406",0.8,48.5
HOSPICE & PALLIATIVE CARE PALMETTO REGION,"1057 RED VENTURES DRIVE, STE 150",FORT MILL,SC,29707,100.0,9.5,4.8,0.6,3.6,53.9,10.0,71.2,97.5,99.1,99.5,98.5,99.5,100.0,33.3,15.0,98.8,"13,404",9.3,95.8
HOSPICE & PALLIATIVE CARE PALMETTO REGION- GREENVI,1003 GROVE ROAD STE E ,GREENVILLE ,SC,29065,98.8,18.9,2.1,0.9,10.5,41.9,9.0,73.0,93.8,99.3,97.9,98.3,97.7,99.8,21.1,15.3,99.0,"11,722",10.0,96.5
HOSPICE - THE CARING WAY,1159 WESTWOOD DRIVE,VAN WERT,OH,45891,100.0,1.7,0.0,4.1,1.7,18.2,10.0,57.9,99.2,100.0,99.5,99.8,100.0,100.0,23.7,23.7,98.6,"7,138",15.1,96.8
HOSPICE 365 LLC,333 N RIVERSHIRE DR SUITE 260,CONROE,TX,77304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HOSPICE ALLIANCE,10220 PRAIRIE RIDGE BLVD,PLEASANT PRAIRIE,WI,53158,92.6,0.0,1.6,0.0,6.6,72.5,10.0,84.1,90.1,99.4,97.0,99.2,99.6,99.8,47.5,8.8,95.7,"12,381",10.9,99.6
"HOSPICE ALLIANCE OF SOUTHERN UTAH, INC","923 SOUTH RIVER ROAD, SUITE 205",ST GEORGE,UT,84790,100.0,16.0,0.0,0.0,4.0,65.8,8.0,80.4,97.6,97.6,100.0,Not Available,100.0,100.0,64.0,12.7,Not Available,"23,754",10.6,98.4
HOSPICE AND COMMUNITY CARE,2275 INDIA HOOK ROAD   PO BOX 993,ROCK HILL,SC,29732,98.3,12.5,1.4,3.7,5.6,68.4,10.0,36.6,92.9,98.5,98.2,98.4,97.1,99.4,36.1,13.6,94.0,"10,827",8.2,91.1
HOSPICE AND HOME HEALTHCARE OF SAUNDERS COUNTY,141 EAST 5TH STREET,WAHOO,NE,68066,100.0,20.0,0.0,0.0,0.0,23.3,7.0,77.2,98.6,100.0,100.0,98.3,100.0,100.0,60.0,14.0,100.0,"9,963",13.9,100
HOSPICE AND HOMECARE OF RENO COUNTY,2020 N WALDRON STREET SUITE 100,HUTCHINSON,KS,67502,98.6,12.2,2.4,3.8,26.8,50.0,9.0,76.4,98.3,100.0,100.0,99.4,100.0,100.0,36.6,18.6,100.0,"9,984",14.9,97.8
HOSPICE AND PALLIATIVE CARE,200 MILL ROAD,FAIRHAVEN,MA,2719,100.0,19.7,2.4,2.6,16.5,43.2,8.0,42.2,99.8,99.9,99.9,100.0,99.9,100.0,24.4,14.4,100.0,"12,014",11.9,97.0
HOSPICE AND PALLIATIVE CARE INC NEW HARTFORD,4277 MIDDLE SETTLEMENT ROAD,NEW HARTFORD,NY,13413,99.9,1.1,2.2,0.0,7.8,56.3,10.0,43.9,99.9,100.0,100.0,100.0,100.0,100.0,24.4,16.3,100.0,"6,697",9.3,98.2
HOSPICE AND PALLIATIVE CARE OF CABARRUS COUNTY,5003 HOSPICE LANE,KANNAPOLIS,NC,28081,100.0,9.8,2.9,1.3,9.8,40.7,10.0,54.7,100.0,100.0,100.0,100.0,100.0,100.0,32.4,12.8,100.0,"12,875",13.6,92.5
"HOSPICE AND PALLIATIVE CARE OF CALIFORNIA, INC","1007 N LAKE AVE, STE A",PASADENA,CA,91104,100.0,8.0,0.0,0.2,20.0,94.4,7.0,Not Available,68.6,100.0,96.4,92.3,100.0,100.0,20.0,7.8,Not Available,"19,313",17.8,85.7
HOSPICE AND PALLIATIVE CARE OF MARTHA'S VINEYARD,"459 STATE ROAD, UNIT 18",VINEYARD HAVEN,MA,2588,70.2,0.0,0.0,0.9,0.0,28.9,10.0,56.7,55.3,97.9,81.8,91.7,97.9,97.9,23.1,14.4,Not Available,"15,244",6.3,93.2
HOSPICE AND PALLIATIVE CARE OF NASH GENERAL HOSPIT,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,98.5,4.0,8.0,0.1,8.0,69.1,8.0,31.3,70.4,98.5,93.4,88.5,78.3,100.0,44.0,8.1,97.1,"9,907",7.1,84.5
HOSPICE AND PALLIATIVE CARE OF ST LAWRENCE VALLEY,6805 US ROUTE 11,POTSDAM,NY,13676,99.6,5.4,0.0,0.2,10.8,29.2,10.0,70.7,98.2,100.0,96.8,100.0,99.6,100.0,21.6,13.1,100.0,"8,818",7.3,95.7
HOSPICE AND PALLIATIVE CARE OF THE PIEDMONT,408 W ALEXANDER AVE,GREENWOOD,SC,29646,99.5,6.7,2.2,6.0,2.2,31.3,10.0,84.8,97.2,99.7,98.6,96.6,99.7,99.7,31.1,38.7,100.0,"7,792",15.7,99.0
"HOSPICE ANGELS, LLC","350 OAKS TRAIL, SUITE # 201",GARLAND,TX,75043,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"HOSPICE ASSOCIATES OF NEW ORLEANS, LLC",3941 HOUMA BLVD SUITE 1 A,METAIRIE,LA,70006,100.0,9.1,0.0,0.0,0.0,22.0,8.0,55.6,97.2,99.1,100.0,100.0,98.1,100.0,45.5,10.3,Not Available,"12,634",1.9,91.8
HOSPICE AT HEART TO HEART INC,"13231 NORTH 35TH AVENUE, # A10 E",PHOENIX,AZ,85029,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HOSPICE AT HOME,4025 HEALTH PARK LANE,SAINT JOSEPH,MI,49085,100.0,6.1,0.8,0.3,5.9,57.4,10.0,68.5,99.7,100.0,99.6,99.6,100.0,100.0,44.7,12.3,100.0,"14,357",12.0,93.1
"HOSPICE AT HOME OF ARIZONA, LLC","2500 SOUTH POWER ROAD, BUILDING 1, SUITE 125A",MESA,AZ,85209,99.3,4.3,0.0,0.1,4.3,65.8,10.0,60.4,93.2,99.3,96.2,95.3,98.0,100.0,47.3,14.6,98.6,"21,500",6.5,96.9
"HOSPICE AT LOURDES, THE",4102 0LD VESTAL ROAD,VESTAL,NY,13850,99.3,2.5,1.3,0.1,8.8,57.1,10.0,52.0,95.5,99.0,99.7,97.7,99.3,100.0,22.5,14.5,96.4,"7,031",8.7,89.8
"HOSPICE AT LSMNJ, INC.","6712 WASHINGTON AVENUE, SUITE 302 ",EGG HARBOR TOWNSHIP,NJ,8234,97.7,20.8,0.0,0.1,6.3,89.1,8.0,49.0,64.9,98.3,95.6,86.5,71.8,98.9,52.1,8.8,95.8,"22,281",7.8,83.2
HOSPICE ATLANTA,"5775 GLENRIDGE DR NE, SUITE E200",ATLANTA,GA,30328,98.1,14.5,1.7,0.0,7.1,74.4,10.0,59.6,96.0,99.4,100.0,100.0,98.3,100.0,42.3,10.1,100.0,"20,522",7.3,89.9
HOSPICE AUSTIN,4107 SPICEWOOD SPRINGS RD STE #100,AUSTIN,TX,78759,99.2,3.3,1.4,2.0,10.8,58.2,10.0,56.5,94.1,100.0,98.3,97.5,98.2,100.0,42.0,18.0,96.2,"14,108",8.6,93.3
"HOSPICE BEST CARE, INC","417 S SAN GABRIEL BLVD, UNIT D",SAN GABRIEL,CA,91776,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HOSPICE BRAZOS VALLEY INC,502 W 26TH STREET,BRYAN,TX,77803,100.0,5.0,0.0,0.9,7.5,20.5,10.0,77.2,99.2,100.0,97.8,100.0,100.0,100.0,31.4,15.3,99.0,"10,595",9.8,98.6
HOSPICE BUFFALO INC,225 COMO PARK BLVD,CHEEKTOWAGA,NY,14227,99.7,1.7,3.4,1.9,7.8,54.9,10.0,77.3,98.2,99.9,98.2,99.3,99.9,100.0,29.3,18.0,99.0,"11,750",11.9,96.4
HOSPICE BY BLIZE HEALTHCARE,"750 ALFRED NOBEL DRIVE, SUITE 202",HERCULES,CA,94547,98.3,5.0,2.5,0.0,2.5,57.7,8.0,8.8,96.6,98.3,95.2,100.0,100.0,100.0,40.0,13.0,Not Available,"41,345",4.0,78.8
HOSPICE BY JOHN KNOX VILLAGE,"600 NW PRYOR ROAD, UNIT 300",LEES SUMMIT,MO,64081,100.0,3.8,0.0,0.5,3.8,61.1,10.0,82.0,93.3,98.8,100.0,90.6,98.2,100.0,50.0,14.4,100.0,"10,866",10.3,97.5
HOSPICE BY LOVING CARE,100 WOODBRIAR,NOBLE,OK,73068,100.0,9.3,0.0,0.1,9.3,10.8,10.0,45.6,99.5,100.0,100.0,100.0,99.5,100.0,24.1,11.6,100.0,"13,515",5.9,92.5
HOSPICE BY THE SEA,"312 S CEDROS, SUITE 250",SOLANA BEACH,CA,92075,92.0,12.2,0.0,0.0,7.3,94.1,6.0,17.7,79.5,100.0,89.7,78.3,98.9,98.9,41.5,7.0,Not Available,"27,648",2.7,78.8
HOSPICE BY THE SEA INC,1531 W PALMETTO PARK RD,BOCA RATON,FL,33486,97.1,8.0,0.8,4.3,13.4,84.5,9.0,28.6,87.6,98.4,96.5,92.9,96.6,100.0,33.0,16.1,96.1,"14,051",12.8,92.7
HOSPICE CARE 4 U,6201 BONHOMME RD 463N,HOUSTON,TX,77036,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HOSPICE CARE BY PENNSWOOD VILLAGE,1382 NEWTOWN LANGHORNE ROAD,NEWTOWN,PA,18940,Not Available,0.0,0.0,0.0,0.0,8.3,9.0,80.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50.0,17.4,Not Available,"14,994",9.2,100
"HOSPICE CARE GROUP, LLC",114 EAST DONALD STREET,QUITMAN,MS,39355,Not Available,33.3,0.0,0.0,6.7,44.4,6.0,46.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,46.7,7.3,Not Available,"24,902",2.0,97.1
HOSPICE CARE IN WESTCHESTER & PUTNAM INC,"540 WHITE PLAINS ROAD, SUITE 300",TARRYTOWN,NY,10591,Not Available,2.7,14.2,1.8,3.5,74.5,9.0,17.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,25.7,11.0,Not Available,"10,536",9.8,83.8
HOSPICE CARE INC,15826 VENTURA BLVD SUITE 223,ENCINO,CA,91436,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HOSPICE CARE INC,"15826 VENTURA BLVD, SUITE 223",ENCINO,CA,91436,100.0,0.0,2.6,0.0,5.1,73.3,7.0,Not Available,97.8,100.0,100.0,100.0,100.0,100.0,51.3,9.0,Not Available,"34,896",25.5,50.0
HOSPICE CARE OF ILLINOIS,701 NORTH FIRST STREET,SPRINGFIELD,IL,62781,98.5,2.6,1.3,0.2,13.0,39.8,10.0,52.0,94.9,99.7,99.7,96.0,99.7,100.0,20.8,18.0,96.1,"7,059",9.5,93.6
"HOSPICE CARE OF LONG ISLAND, QUEENS, SOUTH SHORE",99 SUNNYSIDE BLVD,WOODBURY,NY,11797,99.6,1.6,5.8,3.1,6.3,71.3,9.0,28.7,98.1,99.9,99.0,98.5,99.9,99.8,38.1,14.6,98.9,"13,275",10.6,89.9
HOSPICE CARE OF MIDDLETOWN INC,"4418 LEWIS STREET, SUITE B",MIDDLETOWN,OH,45044,98.6,12.0,2.0,0.3,2.0,31.3,10.0,60.4,97.6,99.5,99.2,100.0,99.5,100.0,36.0,15.6,100.0,"14,903",10.8,97.7
HOSPICE CARE OF ST ELIZABETH HEALTHCARE,483 SOUTH LOOP ROAD,EDGEWOOD,KY,41017,100.0,7.1,0.0,4.4,16.0,51.8,9.0,63.2,99.6,99.9,99.9,100.0,100.0,100.0,26.0,14.3,98.6,"7,792",13.7,92.8
HOSPICE CARE OF TEXAS,7322 SOUTHWEST FWY SUITE 645 ROOM D,HOUSTON,TX,77074,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
HOSPICE CARE OF THE COAST INC,"215 SOUTH HICKORY STREET, SUITE 104",ESCONDIDO,CA,92025,100.0,0.0,0.0,0.0,4.4,93.5,7.0,7.9,95.6,100.0,97.9,97.1,100.0,100.0,62.2,8.5,Not Available,"26,381",7.8,98.6
HOSPICE CARE OF THE LOWCOUNTRY,7 PLANTATION PARK DRIVE UNIT 4,BLUFFTON,SC,29910,96.0,2.4,0.0,0.2,11.9,34.1,10.0,55.6,91.4,99.4,93.5,99.3,98.8,99.7,19.0,16.0,98.6,"10,760",7.3,93.8
HOSPICE CARE OF THE VALLEY INC,1176 ROADRUNNER WAY,SIMI VALLEY,CA,93065,100.0,0.0,0.0,0.1,10.0,32.0,9.0,4.8,100.0,100.0,100.0,100.0,100.0,100.0,80.0,18.0,100.0,"22,319",6.0,90.5
HOSPICE CARE OF VNA,"1300 E 104TH STREET, STE 300",KANSAS CITY,MO,64114,98.8,9.4,1.6,0.0,7.8,30.7,10.0,71.5,94.6,99.4,98.7,96.4,98.2,100.0,34.4,15.2,96.2,"15,958",6.3,99.4
HOSPICE CARE OF VNA,"6405 METCALF AVE, STE 202",OVERLAND PARK,KS,66202,100.0,20.7,0.0,0.3,13.8,20.9,8.0,75.4,94.0,100.0,98.5,88.5,100.0,100.0,20.7,18.3,95.1,"12,695",7.9,96.3
"HOSPICE CARE OPTIONS, INC.",486 NEW STREET,MACON,GA,31201,99.7,7.7,2.1,0.3,6.3,51.7,10.0,65.6,98.6,100.0,97.6,100.0,99.7,100.0,47.6,9.6,100.0,"16,829",8.8,92.2
HOSPICE CARE PARTNERS,"2015 E. LAMAR BLVD, SUITE 100",ARLINGTON,TX,76006,Not Available,10.3,2.6,0.1,7.7,98.4,6.0,12.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,33.3,1.4,Not Available,"26,723",6.5,69.0
